,Unnamed: 0,User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Sum_purchase,GenderInt,AgeInt,Count_purchase
4663,4663,1004782,M,46-50,1,2,2,1,610714,0,4,58.0
4664,4664,1004783,M,26-35,0,0,4,0,401671,0,2,30.0
4665,4665,1004784,F,36-45,6,0,1,0,1876982,1,3,213.0
4666,4666,1004785,F,26-35,14,0,0,1,1230694,1,2,129.0
4667,4667,1004786,M,46-50,6,1,1,1,1972274,0,4,193.0
4668,4668,1004787,M,0-17,11,2,1,0,119184,0,0,16.0
4669,4669,1004788,M,36-45,7,1,4,0,1324890,0,3,159.0
4670,4670,1004789,M,36-45,2,0,0,0,1590642,0,3,158.0
4671,4671,1004790,F,26-35,2,0,4,1,1691692,1,2,201.0
4672,4672,1004791,M,18-25,4,0,2,0,1158914,0,1,138.0
4673,4673,1004792,F,51-55,7,1,2,0,148514,1,5,15.0
4674,4674,1004793,F,26-35,6,1,2,1,574584,1,2,78.0
4675,4675,1004794,F,36-45,0,2,0,0,636379,1,3,53.0
4676,4676,1004795,M,46-50,16,2,1,0,702113,0,4,61.0
4677,4677,1004796,M,36-45,7,0,4,1,1682250,0,3,187.0
4678,4678,1004797,F,36-45,17,2,4,1,264628,1,3,30.0
4679,4679,1004798,M,26-35,1,2,4,0,680952,0,2,70.0
4680,4680,1004799,F,18-25,4,2,1,0,266961,1,1,35.0
4681,4681,1004800,M,18-25,4,0,1,0,1316595,0,1,144.0
4682,4682,1004801,M,26-35,4,2,3,0,1711200,0,2,106.0
4683,4683,1004802,M,55+,1,1,3,1,3279932,0,6,332.0
4684,4684,1004803,F,26-35,16,1,4,0,137931,1,2,19.0
4685,4685,1004804,F,36-45,1,1,0,0,206535,1,3,27.0
4686,4686,1004806,M,26-35,17,2,2,0,999760,0,2,84.0
4687,4687,1004807,M,0-17,2,0,1,0,430965,0,0,44.0
4688,4688,1004808,M,36-45,0,0,1,1,4174884,0,3,479.0
4689,4689,1004809,F,51-55,4,2,1,1,756611,1,5,85.0
4690,4690,1004810,M,18-25,12,1,0,0,1125262,0,1,98.0
4691,4691,1004811,M,36-45,1,2,1,1,170893,0,3,17.0
4692,4692,1004812,M,18-25,14,2,2,0,977609,0,1,81.0
4693,4693,1004813,F,36-45,9,2,3,1,514526,1,3,58.0
4694,4694,1004814,M,18-25,14,1,1,0,853147,0,1,90.0
4695,4695,1004815,F,51-55,18,2,0,1,1236106,1,5,111.0
4696,4696,1004817,M,26-35,1,2,1,0,545275,0,2,42.0
4697,4697,1004818,F,26-35,17,2,1,1,219944,1,2,23.0
4698,4698,1004819,M,36-45,18,1,1,0,2676921,0,3,290.0
4699,4699,1004820,M,51-55,11,2,3,1,112192,0,5,14.0
4700,4700,1004821,M,18-25,19,2,1,0,985092,0,1,117.0
4701,4701,1004822,F,36-45,0,1,4,0,137495,1,3,16.0
4702,4702,1004823,M,18-25,4,1,0,1,2051006,0,1,244.0
4703,4703,1004824,M,26-35,7,2,2,0,1158428,0,2,129.0
4704,4704,1004825,M,26-35,17,1,2,0,313079,0,2,22.0
4705,4705,1004826,M,46-50,12,2,1,1,909785,0,4,78.0
4706,4706,1004827,M,36-45,0,2,0,1,264357,0,3,31.0
4707,4707,1004828,F,18-25,20,1,1,0,353868,1,1,44.0
4708,4708,1004829,M,26-35,0,1,2,0,1660755,0,2,162.0
4709,4709,1004830,M,0-17,10,2,0,0,619679,0,0,62.0
4710,4710,1004831,F,26-35,1,2,1,0,1190646,1,2,128.0
4711,4711,1004832,M,26-35,14,2,1,0,661029,0,2,73.0
4712,4712,1004833,M,36-45,16,2,4,0,549214,0,3,47.0
4713,4713,1004834,F,46-50,9,2,1,1,1310971,1,4,141.0
4714,4714,1004836,F,46-50,16,2,3,1,290963,1,4,35.0
4715,4715,1004837,M,26-35,5,1,2,0,1276419,0,2,170.0
4716,4716,1004838,M,46-50,1,2,1,1,191020,0,4,19.0
4717,4717,1004839,F,51-55,6,1,4,1,64638,1,5,9.0
4718,4718,1004840,F,46-50,6,2,3,1,414226,1,4,45.0
4719,4719,1004841,M,26-35,12,0,4,0,574719,0,2,53.0
4720,4720,1004842,F,36-45,1,2,1,0,325816,1,3,32.0
4721,4721,1004843,M,55+,1,2,2,0,613968,0,6,64.0
4722,4722,1004844,M,46-50,7,2,4,1,191969,0,4,17.0
4723,4723,1004845,F,26-35,1,1,3,0,710760,1,2,83.0
4724,4724,1004846,F,26-35,2,2,0,0,128520,1,2,17.0
4725,4725,1004847,M,26-35,12,1,3,0,497036,0,2,43.0
4726,4726,1004848,F,36-45,6,2,3,0,438852,1,3,31.0
4727,4727,1004849,F,18-25,4,1,1,0,789754,1,1,82.0
4728,4728,1004850,F,46-50,3,2,2,0,216756,1,4,21.0
4729,4729,1004851,M,18-25,17,2,2,0,128450,0,1,15.0
4730,4730,1004852,M,36-45,0,2,3,1,1121398,0,3,125.0
4731,4731,1004853,M,26-35,7,2,2,0,282442,0,2,21.0
4732,4732,1004854,F,51-55,13,2,4,1,754330,1,5,89.0
4733,4733,1004855,M,26-35,12,1,1,0,898310,0,2,112.0
4734,4734,1004856,M,26-35,7,0,1,0,549662,0,2,50.0
4735,4735,1004857,M,26-35,14,2,0,0,299510,0,2,27.0
4736,4736,1004858,M,26-35,1,2,2,0,586239,0,2,52.0
4737,4737,1004859,F,18-25,14,2,2,0,250177,1,1,28.0
4738,4738,1004860,M,26-35,2,0,2,0,171526,0,2,16.0
4739,4739,1004861,M,26-35,4,2,1,0,1242455,0,2,115.0
4740,4740,1004862,M,26-35,0,2,0,0,629478,0,2,54.0
4741,4741,1004863,F,26-35,9,2,4,0,129717,1,2,18.0
4742,4742,1004864,M,18-25,20,2,3,1,233525,0,1,26.0
4743,4743,1004865,F,36-45,14,2,1,1,1111560,1,3,135.0
4744,4744,1004866,M,55+,12,2,2,1,237443,0,6,29.0
4745,4745,1004867,M,26-35,16,0,3,0,3010302,0,2,324.0
4746,4746,1004868,M,36-45,17,2,1,1,887102,0,3,88.0
4747,4747,1004869,F,46-50,6,2,3,1,1271124,1,4,163.0
4748,4748,1004870,F,36-45,3,2,1,1,509915,1,3,57.0
4749,4749,1004871,M,18-25,12,2,2,0,108483,0,1,11.0
4750,4750,1004872,M,46-50,1,2,2,0,134046,0,4,15.0
4751,4751,1004873,M,55+,11,2,1,1,180787,0,6,16.0
4752,4752,1004874,F,26-35,4,2,3,0,280652,1,2,20.0
4753,4753,1004875,M,36-45,0,2,2,0,478633,0,3,53.0
4754,4754,1004876,F,36-45,17,2,1,0,202767,1,3,20.0
4755,4755,1004877,M,26-35,4,1,2,0,531563,0,2,49.0
4756,4756,1004878,M,51-55,4,1,4,1,186730,0,5,24.0
4757,4757,1004879,M,26-35,3,0,2,0,2073465,0,2,238.0
4758,4758,1004880,F,46-50,9,2,3,0,86176,1,4,12.0
4759,4759,1004881,M,46-50,16,0,3,1,93931,0,4,9.0
4760,4760,1004882,M,46-50,11,1,2,1,1199776,0,4,115.0
4761,4761,1004883,F,0-17,10,2,1,0,126415,1,0,23.0
4762,4762,1004884,M,36-45,14,1,1,0,2121452,0,3,207.0
4763,4763,1004885,M,55+,1,2,1,0,250011,0,6,18.0
4764,4764,1004886,F,36-45,17,2,0,1,579388,1,3,45.0
4765,4765,1004887,M,18-25,2,1,1,1,1672095,0,1,208.0
4766,4766,1004888,F,55+,0,1,4,0,1356409,1,6,143.0
4767,4767,1004889,M,18-25,4,2,3,0,1700694,0,1,136.0
4768,4768,1004890,F,26-35,1,2,1,0,743886,1,2,99.0
4769,4769,1004891,M,36-45,17,2,4,1,150704,0,3,18.0
4770,4770,1004892,M,26-35,12,0,1,0,535792,0,2,57.0
4771,4771,1004893,M,26-35,17,2,0,0,567862,0,2,42.0
4772,4772,1004894,M,36-45,7,2,1,0,292134,0,3,24.0
4773,4773,1004895,F,26-35,3,1,3,0,439296,1,2,41.0
4774,4774,1004896,M,36-45,6,2,3,1,203383,0,3,27.0
4775,4775,1004897,M,36-45,16,1,3,0,2129621,0,3,211.0
4776,4776,1004898,M,26-35,1,1,1,1,1319887,0,2,124.0
4777,4777,1004899,M,26-35,12,1,1,1,1115028,0,2,127.0
4778,4778,1004900,M,26-35,20,2,4,1,113964,0,2,13.0
4779,4779,1004901,M,26-35,7,2,1,0,1160628,0,2,101.0
4780,4780,1004902,M,36-45,14,2,4,1,622521,0,3,71.0
4781,4781,1004903,M,36-45,12,2,4,1,305321,0,3,28.0
4782,4782,1004904,M,51-55,15,1,1,1,2566857,0,5,210.0
4783,4783,1004905,F,46-50,1,2,3,1,469411,1,4,55.0
4784,4784,1004906,M,51-55,17,1,1,1,1440408,0,5,123.0
4785,4785,1004907,F,51-55,7,1,0,1,785166,1,5,96.0
4786,4786,1004908,M,36-45,15,2,2,0,705471,0,3,64.0
4787,4787,1004909,F,36-45,12,1,2,0,606748,1,3,69.0
4788,4788,1004910,M,18-25,12,2,0,0,335859,0,1,29.0
4789,4789,1004911,F,26-35,0,0,4,0,277678,1,2,37.0
4790,4790,1004912,F,51-55,20,0,0,1,64526,1,5,10.0
4791,4791,1004913,F,26-35,1,2,3,1,260984,1,2,28.0
4792,4792,1004914,F,26-35,1,1,4,0,250513,1,2,29.0
4793,4793,1004915,M,26-35,12,1,2,1,554605,0,2,50.0
4794,4794,1004916,M,18-25,20,2,4,0,377249,0,1,83.0
4795,4795,1004917,M,46-50,0,2,0,1,1049169,0,4,134.0
4796,4796,1004918,F,18-25,12,2,1,0,1640706,1,1,172.0
4797,4797,1004919,M,18-25,0,2,2,0,194569,0,1,17.0
4798,4798,1004920,M,36-45,1,1,0,1,335648,0,3,27.0
4799,4799,1004921,F,26-35,15,1,3,1,1207708,1,2,108.0
4800,4800,1004922,M,18-25,17,2,1,0,861482,0,1,97.0
4801,4801,1004923,M,46-50,18,2,3,0,128552,0,4,15.0
4802,4802,1004924,F,36-45,0,2,1,0,188381,1,3,20.0
4803,4803,1004925,F,36-45,6,2,2,0,214748,1,3,24.0
4804,4804,1004926,M,0-17,10,2,1,0,81535,0,0,9.0
4805,4805,1004927,M,46-50,0,1,4,0,748598,0,4,63.0
4806,4806,1004928,F,26-35,3,0,4,0,1280575,1,2,174.0
4807,4807,1004929,M,46-50,1,2,1,1,195414,0,4,20.0
4808,4808,1004930,M,51-55,17,2,0,1,523833,0,5,57.0
4809,4809,1004931,M,51-55,17,2,3,1,475699,0,5,41.0
4810,4810,1004933,M,26-35,15,1,3,0,1576142,0,2,159.0
4811,4811,1004934,F,26-35,0,0,2,0,639516,1,2,92.0
4812,4812,1004935,M,36-45,17,2,3,0,108266,0,3,13.0
4813,4813,1004936,F,18-25,4,2,0,0,270817,1,1,26.0
4814,4814,1004937,M,36-45,0,2,1,1,1032874,0,3,112.0
4815,4815,1004938,F,18-25,4,0,3,1,92888,1,1,12.0
4816,4816,1004939,M,26-35,7,2,0,1,821863,0,2,94.0
4817,4817,1004940,F,51-55,11,1,1,0,1229909,1,5,135.0
4818,4818,1004941,M,55+,20,2,2,1,134986,0,6,13.0
4819,4819,1004942,M,46-50,12,1,3,1,1382751,0,4,148.0
4820,4820,1004943,F,51-55,0,2,1,0,94097,1,5,11.0
4821,4821,1004944,M,51-55,17,2,2,1,171439,0,5,12.0
4822,4822,1004945,M,51-55,0,2,4,1,726680,0,5,75.0
4823,4823,1004946,F,36-45,1,1,1,0,1192738,1,3,143.0
4824,4824,1004947,M,36-45,17,2,1,1,590206,0,3,56.0
4825,4825,1004948,M,46-50,2,0,1,1,1998062,0,4,270.0
4826,4826,1004949,M,18-25,4,0,4,0,171247,0,1,16.0
4827,4827,1004950,M,26-35,16,0,1,1,2034226,0,2,240.0
4828,4828,1004951,F,36-45,17,1,3,1,1568057,1,3,169.0
4829,4829,1004952,F,26-35,14,0,1,1,384246,1,2,45.0
4830,4830,1004953,M,36-45,12,1,4,0,1215283,0,3,107.0
4831,4831,1004954,M,46-50,0,2,3,1,511470,0,4,74.0
4832,4832,1004955,M,55+,13,2,1,0,81201,0,6,17.0
4833,4833,1004956,M,36-45,15,1,1,1,1118952,0,3,120.0
4834,4834,1004957,M,26-35,2,0,1,1,3019808,0,2,380.0
4835,4835,1004958,M,18-25,7,1,1,0,1933216,0,1,239.0
4836,4836,1004960,M,55+,1,0,4,0,387876,0,6,38.0
4837,4837,1004961,M,26-35,7,2,1,1,775686,0,2,77.0
4838,4838,1004962,M,26-35,6,1,1,0,1221947,0,2,128.0
4839,4839,1004963,M,46-50,17,1,1,1,663707,0,4,71.0
4840,4840,1004964,M,36-45,0,0,1,1,2032694,0,3,226.0
4841,4841,1004965,M,0-17,10,2,1,0,817155,0,0,70.0
4842,4842,1004966,M,51-55,14,1,1,1,390135,0,5,27.0
4843,4843,1004967,M,18-25,4,2,0,0,617980,0,1,51.0
4844,4844,1004968,F,51-55,20,1,2,1,152001,1,5,9.0
4845,4845,1004969,M,18-25,19,0,2,0,140421,0,1,17.0
4846,4846,1004970,F,26-35,12,2,1,0,177850,1,2,19.0
4847,4847,1004971,M,36-45,7,2,1,1,116918,0,3,15.0
4848,4848,1004972,M,36-45,0,2,2,0,1583662,0,3,178.0
4849,4849,1004973,F,55+,2,2,1,1,803459,1,6,95.0
4850,4850,1004974,M,36-45,20,1,3,1,114045,0,3,12.0
4851,4851,1004975,M,36-45,0,2,3,0,898565,0,3,84.0
4852,4852,1004976,M,26-35,11,2,4,1,309728,0,2,30.0
4853,4853,1004977,M,26-35,4,1,2,0,844735,0,2,97.0
4854,4854,1004978,M,36-45,14,0,3,0,481798,0,3,42.0
4855,4855,1004979,M,36-45,2,1,1,1,3498404,0,3,454.0
4856,4856,1004980,M,26-35,1,1,0,0,926085,0,2,105.0
4857,4857,1004982,M,26-35,12,2,1,0,290045,0,2,20.0
4858,4858,1004983,F,46-50,16,0,1,1,710948,1,4,74.0
4859,4859,1004984,M,36-45,0,0,1,1,813839,0,3,102.0
4860,4860,1004985,M,36-45,0,2,3,0,1116522,0,3,81.0
4861,4861,1004986,M,18-25,12,2,0,0,225796,0,1,14.0
4862,4862,1004987,F,55+,8,0,0,0,518203,1,6,39.0
4863,4863,1004988,M,26-35,17,0,3,0,124607,0,2,15.0
4864,4864,1004989,M,26-35,0,2,2,1,356538,0,2,38.0
4865,4865,1004990,F,26-35,4,1,2,1,312204,1,2,27.0
4866,4866,1004991,F,55+,14,2,3,1,44108,1,6,6.0
4867,4867,1004992,F,26-35,2,1,2,0,90668,1,2,8.0
4868,4868,1004993,M,46-50,17,2,2,0,242577,0,4,28.0
4869,4869,1004994,M,46-50,17,1,4,0,789584,0,4,61.0
4870,4870,1004995,M,51-55,20,1,0,1,1521768,0,5,188.0
4871,4871,1004996,M,36-45,7,0,1,0,196400,0,3,12.0
4872,4872,1004997,M,0-17,10,0,1,0,190836,0,0,29.0
4873,4873,1004998,F,18-25,4,2,1,1,305061,1,1,34.0
4874,4874,1004999,F,55+,13,1,2,1,280113,1,6,30.0
4875,4875,1005000,M,26-35,4,1,4,0,2307401,0,2,203.0
4876,4876,1005001,F,26-35,2,1,1,0,937439,1,2,110.0
4877,4877,1005002,M,26-35,17,1,1,1,1226787,0,2,129.0
4878,4878,1005003,M,36-45,12,2,1,0,236340,0,3,17.0
4879,4879,1005004,F,55+,1,2,1,1,181212,1,6,24.0
4880,4880,1005005,M,46-50,16,1,2,0,1782907,0,4,225.0
4881,4881,1005006,M,36-45,3,2,1,0,241389,0,3,21.0
4882,4882,1005007,F,18-25,4,1,1,0,122586,1,1,12.0
4883,4883,1005008,M,26-35,20,1,1,1,1314015,0,2,107.0
4884,4884,1005009,F,46-50,16,2,1,1,353238,1,4,33.0
4885,4885,1005010,M,46-50,15,1,2,1,289282,0,4,31.0
4886,4886,1005011,M,18-25,4,1,1,0,3111194,0,1,303.0
4887,4887,1005012,M,51-55,15,0,1,1,45551,0,5,10.0
4888,4888,1005013,M,18-25,4,2,4,0,415917,0,1,42.0
4889,4889,1005014,M,46-50,0,2,0,1,725342,0,4,75.0
4890,4890,1005015,M,36-45,6,1,2,1,3184059,0,3,329.0
4891,4891,1005016,F,36-45,1,2,2,1,238229,1,3,34.0
4892,4892,1005017,M,36-45,12,1,4,0,246538,0,3,19.0
4893,4893,1005018,F,55+,12,2,1,1,1206462,1,6,133.0
4894,4894,1005019,M,26-35,7,0,4,0,857219,0,2,97.0
4895,4895,1005020,F,55+,13,2,2,1,534907,1,6,48.0
4896,4896,1005021,M,51-55,6,1,2,1,910309,0,5,95.0
4897,4897,1005023,M,36-45,20,0,3,1,468098,0,3,65.0
4898,4898,1005024,F,46-50,1,2,1,0,381933,1,4,42.0
4899,4899,1005025,M,26-35,20,1,1,0,603315,0,2,61.0
4900,4900,1005026,M,26-35,17,1,1,1,3384727,0,2,441.0
4901,4901,1005027,F,26-35,14,2,1,1,82105,1,2,9.0
4902,4902,1005028,M,26-35,12,2,3,1,87910,0,2,14.0
4903,4903,1005029,M,26-35,4,2,1,1,790149,0,2,80.0
4904,4904,1005030,M,18-25,1,2,1,0,121661,0,1,11.0
4905,4905,1005031,F,26-35,4,1,0,0,238256,1,2,26.0
4906,4906,1005032,M,18-25,17,0,3,0,461323,0,1,57.0
4907,4907,1005033,F,55+,13,2,1,1,145089,1,6,24.0
4908,4908,1005034,F,26-35,15,2,1,1,922050,1,2,77.0
4909,4909,1005035,F,26-35,17,1,1,1,1081722,1,2,122.0
4910,4910,1005036,M,36-45,7,1,1,1,192179,0,3,23.0
4911,4911,1005037,M,36-45,12,2,0,1,601495,0,3,60.0
4912,4912,1005038,M,26-35,20,1,0,0,1005624,0,2,116.0
4913,4913,1005039,F,36-45,4,1,2,1,1242419,1,3,182.0
4914,4914,1005040,M,46-50,12,2,1,1,561577,0,4,56.0
4915,4915,1005041,F,46-50,6,2,1,1,509451,1,4,48.0
4916,4916,1005042,F,18-25,2,0,4,1,1407821,1,1,191.0
4917,4917,1005043,F,18-25,6,2,2,0,75712,1,1,8.0
4918,4918,1005044,F,36-45,6,2,0,1,624355,1,3,73.0
4919,4919,1005045,M,36-45,0,1,3,1,132426,0,3,20.0
4920,4920,1005046,M,26-35,16,0,0,0,4458155,0,2,458.0
4921,4921,1005047,M,46-50,6,2,1,0,1613382,0,4,170.0
4922,4922,1005048,F,36-45,7,2,1,1,406560,1,3,45.0
4923,4923,1005049,M,26-35,12,1,0,0,1087744,0,2,107.0
4924,4924,1005050,F,18-25,4,2,1,0,405458,1,1,44.0
4925,4925,1005051,F,51-55,7,2,0,0,109897,1,5,13.0
4926,4926,1005052,M,36-45,16,2,2,1,149130,0,3,11.0
4927,4927,1005053,M,26-35,4,2,3,0,1345593,0,2,119.0
4928,4928,1005054,M,36-45,2,1,0,0,3032876,0,3,380.0
4929,4929,1005055,F,36-45,16,0,2,0,220354,1,3,22.0
4930,4930,1005056,M,46-50,1,2,1,1,1019083,0,4,91.0
4931,4931,1005057,M,51-55,7,2,4,0,435557,0,5,44.0
4932,4932,1005058,M,55+,17,2,0,1,210003,0,6,27.0
4933,4933,1005059,M,46-50,16,2,1,1,898783,0,4,71.0
4934,4934,1005060,M,46-50,17,2,0,0,382180,0,4,44.0
4935,4935,1005061,F,18-25,19,2,2,1,831564,1,1,103.0
4936,4936,1005062,M,51-55,16,2,2,1,152610,0,5,12.0
4937,4937,1005063,F,0-17,10,1,3,0,555005,1,0,58.0
4938,4938,1005064,M,18-25,4,1,0,0,669094,0,1,60.0
4939,4939,1005065,M,26-35,14,2,4,1,1295739,0,2,133.0
4940,4940,1005066,F,26-35,1,2,4,1,177517,1,2,17.0
4941,4941,1005067,M,55+,13,1,1,0,194902,0,6,21.0
4942,4942,1005068,M,36-45,7,2,2,0,292005,0,3,36.0
4943,4943,1005069,F,55+,0,2,3,1,308454,1,6,16.0
4944,4944,1005070,M,26-35,2,0,0,0,2179525,0,2,253.0
4945,4945,1005071,F,26-35,7,1,2,0,542201,1,2,39.0
4946,4946,1005072,M,46-50,17,0,4,1,322716,0,4,27.0
4947,4947,1005074,M,0-17,0,1,2,0,3343547,0,0,390.0
4948,4948,1005075,M,51-55,6,2,1,1,400460,0,5,31.0
4949,4949,1005076,M,26-35,3,1,4,0,501248,0,2,60.0
4950,4950,1005077,M,26-35,2,0,0,0,2023820,0,2,225.0
4951,4951,1005078,M,46-50,7,2,1,0,339443,0,4,35.0
4952,4952,1005079,M,26-35,4,2,0,0,325335,0,2,38.0
4953,4953,1005080,F,51-55,12,1,2,1,454609,1,5,43.0
4954,4954,1005081,F,18-25,4,1,3,0,506711,1,1,56.0
4955,4955,1005082,M,36-45,1,2,4,0,983634,0,3,114.0
4956,4956,1005083,M,26-35,4,1,4,1,1179007,0,2,137.0
4957,4957,1005084,M,18-25,4,1,1,0,788671,0,1,133.0
4958,4958,1005085,M,55+,17,2,0,0,1037907,0,6,107.0
4959,4959,1005086,M,26-35,1,2,0,1,939606,0,2,93.0
4960,4960,1005087,F,26-35,6,1,1,1,1288092,1,2,153.0
4961,4961,1005088,M,26-35,17,2,1,0,209920,0,2,15.0
4962,4962,1005089,F,36-45,16,2,2,0,172207,1,3,18.0
4963,4963,1005090,F,36-45,19,1,3,1,2522910,1,3,237.0
4964,4964,1005091,M,26-35,17,1,1,1,1610370,0,2,150.0
4965,4965,1005092,M,55+,14,2,1,1,373702,0,6,41.0
4966,4966,1005094,M,18-25,10,2,4,1,441019,0,1,30.0
4967,4967,1005095,F,36-45,1,2,1,1,183118,1,3,19.0
4968,4968,1005096,M,26-35,11,1,2,0,1175172,0,2,135.0
4969,4969,1005097,M,55+,16,2,3,0,586140,0,6,71.0
4970,4970,1005098,M,51-55,7,2,4,1,780873,0,5,100.0
4971,4971,1005099,M,18-25,0,1,3,0,1016820,0,1,108.0
4972,4972,1005100,M,51-55,6,1,1,1,4236379,0,5,430.0
4973,4973,1005101,M,26-35,0,1,1,1,223477,0,2,31.0
4974,4974,1005102,M,26-35,12,2,2,0,905283,0,2,76.0
4975,4975,1005103,F,36-45,16,2,1,0,2099597,1,3,154.0
4976,4976,1005104,M,36-45,20,2,1,0,378500,0,3,27.0
4977,4977,1005105,M,51-55,7,2,1,1,366757,0,5,47.0
4978,4978,1005106,F,36-45,1,2,3,1,410747,1,3,48.0
4979,4979,1005107,F,46-50,0,1,0,0,2473543,1,4,327.0
4980,4980,1005108,F,26-35,9,1,3,1,1414252,1,2,194.0
4981,4981,1005109,F,46-50,6,2,2,1,450718,1,4,56.0
4982,4982,1005110,M,36-45,15,2,4,1,98223,0,3,9.0
4983,4983,1005111,M,36-45,2,1,1,1,3494376,0,3,447.0
4984,4984,1005112,M,36-45,13,1,1,0,1387261,0,3,162.0
4985,4985,1005113,M,26-35,0,0,3,1,1692542,0,2,268.0
4986,4986,1005114,F,0-17,10,2,2,0,710732,1,0,77.0
4987,4987,1005115,M,55+,12,0,4,0,207532,0,6,20.0
4988,4988,1005116,M,36-45,6,2,0,1,109381,0,3,13.0
4989,4989,1005117,F,26-35,0,1,0,0,44432,1,2,8.0
4990,4990,1005118,M,0-17,10,1,2,0,704300,0,0,64.0
4991,4991,1005119,F,26-35,0,0,3,0,97615,1,2,13.0
4992,4992,1005120,M,51-55,7,0,2,0,995744,0,5,99.0
4993,4993,1005121,M,26-35,7,2,4,0,903800,0,2,100.0
4994,4994,1005122,M,26-35,0,0,3,0,143511,0,2,11.0
4995,4995,1005123,M,51-55,12,2,4,1,412733,0,5,52.0
4996,4996,1005124,M,36-45,2,1,1,0,1236978,0,3,148.0
4997,4997,1005125,M,46-50,0,0,4,1,204989,0,4,17.0
4998,4998,1005126,M,26-35,11,1,4,0,713598,0,2,75.0
4999,4999,1005127,M,46-50,5,0,0,1,285218,0,4,26.0
5000,5000,1005128,M,51-55,7,2,1,1,572240,0,5,50.0
5001,5001,1005129,M,46-50,17,1,1,1,559688,0,4,55.0
5002,5002,1005131,F,26-35,1,1,3,0,1676370,1,2,195.0
5003,5003,1005132,M,36-45,7,2,1,1,430669,0,3,36.0
5004,5004,1005133,M,18-25,11,1,0,0,291378,0,1,32.0
5005,5005,1005134,M,26-35,17,1,2,0,509946,0,2,51.0
5006,5006,1005135,M,36-45,7,2,4,0,338943,0,3,41.0
5007,5007,1005136,M,26-35,12,1,1,0,1096818,0,2,111.0
5008,5008,1005137,M,18-25,18,2,4,0,565925,0,1,65.0
5009,5009,1005138,M,26-35,17,1,0,0,655477,0,2,79.0
5010,5010,1005139,M,51-55,16,0,4,1,568730,0,5,71.0
5011,5011,1005140,M,26-35,6,1,2,0,1822454,0,2,205.0
5012,5012,1005141,M,18-25,17,1,2,1,299154,0,1,21.0
5013,5013,1005142,M,26-35,1,1,1,1,1789582,0,2,173.0
5014,5014,1005143,M,18-25,4,2,3,1,612416,0,1,54.0
5015,5015,1005144,F,51-55,0,2,4,1,125660,1,5,15.0
5016,5016,1005145,M,36-45,7,2,2,1,84162,0,3,11.0
5017,5017,1005146,M,55+,1,0,0,0,147382,0,6,16.0
5018,5018,1005147,M,18-25,0,2,0,0,290975,0,1,24.0
5019,5019,1005148,M,26-35,20,1,2,1,467381,0,2,51.0
5020,5020,1005149,M,36-45,1,1,3,0,189151,0,3,18.0
5021,5021,1005150,M,26-35,3,2,3,1,164594,0,2,16.0
5022,5022,1005151,M,18-25,19,2,1,0,456095,0,1,74.0
5023,5023,1005152,F,26-35,4,2,1,0,145705,1,2,17.0
5024,5024,1005153,M,26-35,7,1,3,0,1608975,0,2,235.0
5025,5025,1005154,M,26-35,16,2,1,1,292207,0,2,21.0
5026,5026,1005155,M,26-35,16,1,2,0,95821,0,2,12.0
5027,5027,1005156,M,18-25,14,0,1,1,1941163,0,1,171.0
5028,5028,1005157,M,36-45,1,2,2,1,474101,0,3,49.0
5029,5029,1005158,F,18-25,4,2,4,0,805441,1,1,95.0
5030,5030,1005159,M,36-45,7,2,3,0,105821,0,3,11.0
5031,5031,1005160,F,18-25,4,2,2,0,126901,1,1,14.0
5032,5032,1005161,M,26-35,4,2,0,0,1476652,0,2,173.0
5033,5033,1005162,M,26-35,17,0,1,1,210940,0,2,18.0
5034,5034,1005163,M,46-50,6,1,1,1,2169125,0,4,260.0
5035,5035,1005164,F,36-45,17,0,0,0,385775,1,3,39.0
5036,5036,1005165,M,36-45,6,2,1,1,582749,0,3,58.0
5037,5037,1005166,M,51-55,6,1,1,1,695592,0,5,66.0
5038,5038,1005167,M,18-25,15,2,3,0,982440,0,1,77.0
5039,5039,1005168,M,36-45,7,2,1,1,107860,0,3,11.0
5040,5040,1005169,F,51-55,4,2,0,0,745022,1,5,66.0
5041,5041,1005170,M,18-25,4,1,2,0,449164,0,1,40.0
5042,5042,1005171,M,55+,17,2,1,1,122976,0,6,9.0
5043,5043,1005172,F,36-45,11,1,1,0,2012047,1,3,240.0
5044,5044,1005173,M,0-17,10,2,3,0,794837,0,0,65.0
5045,5045,1005174,M,46-50,1,2,4,0,90967,0,4,8.0
5046,5046,1005175,F,36-45,9,2,1,0,147554,1,3,16.0
5047,5047,1005176,M,0-17,10,2,3,0,200400,0,0,23.0
5048,5048,1005177,M,46-50,14,2,0,1,559063,0,4,49.0
5049,5049,1005178,M,51-55,0,2,1,1,1100041,0,5,142.0
5050,5050,1005179,M,26-35,12,0,0,1,221859,0,2,18.0
5051,5051,1005180,M,36-45,11,2,1,1,709250,0,3,67.0
5052,5052,1005181,M,26-35,7,2,1,1,262319,0,2,23.0
5053,5053,1005182,F,36-45,7,1,4,1,1353047,1,3,149.0
5054,5054,1005183,F,18-25,20,2,1,0,457071,1,1,49.0
5055,5055,1005184,M,18-25,20,1,4,1,1655045,0,1,168.0
5056,5056,1005185,F,36-45,4,2,1,0,1076189,1,3,140.0
5057,5057,1005186,M,36-45,12,2,2,0,436866,0,3,37.0
